river,year,may_july_flux_TgC,annual_flux_TgC,may_july_flux_fraction_of_annual,may_july_coverage_rate,confidence_tier,core_may_july_interpretation_allowed,caveat_reason,window_label
Ob,2022,2.342508210336028,3.695153207425641,0.6339407539661986,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Ob,2023,1.788651775247783,3.188036330702168,0.5610512521523965,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Ob,2024,2.5096806241289187,5.013147175459088,0.5006197776148653,1.0,low,False,may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low,provisional May-July flux window
Ob,2025,2.7401202274749137,4.81577834250235,0.5689880290568163,1.0,low,False,annual_year_not_in_core_cohort;may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low,provisional May-July flux window
Yenisey,2000,3.1479020284313184,3.987191525016431,0.7895035913576652,1.0,low,False,annual_year_not_in_core_cohort;may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low,provisional May-July flux window
Yenisey,2001,3.756236145581596,4.66742299701097,0.8047773145881784,1.0,low,False,annual_year_not_in_core_cohort;may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low,provisional May-July flux window
Yenisey,2002,3.811264689981152,4.785513950728447,0.796417005408793,1.0,low,False,annual_year_not_in_core_cohort;may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low,provisional May-July flux window
Yenisey,2003,3.547706606208342,4.1574746357351975,0.8533321107275919,1.0,low,False,annual_year_not_in_core_cohort;may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low,provisional May-July flux window
Yenisey,2004,3.462189793396646,4.296356514834206,0.80584322586885,1.0,low,False,annual_year_not_in_core_cohort;may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low,provisional May-July flux window
Yenisey,2005,3.184673598195324,3.9894128837586975,0.798281273708332,1.0,low,False,annual_year_not_in_core_cohort;may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low,provisional May-July flux window
Yenisey,2006,2.9286317543823004,3.7860978760569424,0.7735224630358326,1.0,low,False,annual_year_not_in_core_cohort;may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low,provisional May-July flux window
Yenisey,2007,3.6212913873917913,4.755622259608573,0.7614758258133508,1.0,medium,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yenisey,2008,3.425500013526348,4.468990523099104,0.766504201747752,1.0,medium,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yenisey,2009,3.171745965169392,3.900111368309247,0.8132449731927497,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yenisey,2010,2.815087144013408,3.900471358715519,0.7217299872547857,1.0,medium,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yenisey,2011,3.632828296803489,4.63316525491252,0.7840921048416352,1.0,low,False,annual_year_not_in_core_cohort;may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low,provisional May-July flux window
Yenisey,2012,2.086325535398903,2.542233450173625,0.8206663850074093,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yenisey,2013,2.866298714705449,3.43476790779262,0.8344956025129215,1.0,low,False,annual_year_not_in_core_cohort;may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low,provisional May-July flux window
Yenisey,2014,3.698203454855435,4.578624857278527,0.8077105179247197,1.0,medium,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yenisey,2015,3.373705786703126,4.262612703028921,0.7914643017663423,1.0,medium,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yenisey,2016,2.1121122652076454,2.6779187914314035,0.7887140834762496,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yenisey,2017,2.673164922853816,3.4410339536244337,0.7768493304281922,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yenisey,2018,3.1531830436777666,3.967195393078756,0.7948141523805129,1.0,low,False,annual_year_not_in_core_cohort;may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low,provisional May-July flux window
Yenisey,2019,2.7697376733576573,3.396876226517367,0.8153778614999226,1.0,medium,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yenisey,2020,2.732084726571066,3.5358441560238427,0.7726824503609834,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yenisey,2021,3.633727263363947,4.925728616807294,0.7377035046074499,1.0,medium,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yenisey,2022,2.688262379796134,3.991113124260477,0.6735620605327365,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yenisey,2023,3.235336014110283,4.553421604243365,0.7105285421177013,1.0,low,False,annual_year_not_in_core_cohort;may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low,provisional May-July flux window
Yenisey,2024,3.335100624929469,4.787767362427103,0.6965878607850275,1.0,low,False,may_july_low_confidence_flux_fraction_ge_0_25;may_july_confidence_tier_low,provisional May-July flux window
Yenisey,2025,0.4724224177138795,0.8118524062248996,0.581906777748724,1.0,medium,False,annual_year_not_in_core_cohort,provisional May-July flux window
Yukon,2000,0.0,0.0,,0.0,low,False,annual_year_not_in_core_cohort;may_july_coverage_lt_0_95;may_july_confidence_tier_low;annual_fraction_not_available,provisional May-July flux window
Yukon,2001,1.0203381238331923,1.4146624639735046,,1.0,high,False,annual_year_not_in_core_cohort;annual_fraction_not_available,provisional May-July flux window
Yukon,2002,0.801812111676155,1.2715325070985593,0.6305871908110051,1.0,high,False,annual_year_not_in_core_cohort,provisional May-July flux window
Yukon,2003,0.6819505409147403,1.1421434482009216,0.5970795892485601,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yukon,2004,0.8467806518783599,1.0684790024962143,0.7925103346907935,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yukon,2005,1.41073893801208,1.8696873336400528,0.7545320079082652,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yukon,2006,0.9033849846969269,1.4158400144892749,0.6380558364306421,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yukon,2007,0.5909484444216024,1.048010330324265,0.5638765452233253,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yukon,2008,0.7710606137083317,1.2230967772447396,0.63041668333498,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yukon,2009,1.029173328091072,1.3235065861619275,0.7776110363572873,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yukon,2010,0.5085800176140263,0.9354817786977866,0.5436557175084501,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yukon,2011,0.8006683976624852,1.2846765385673722,0.6232451310703966,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yukon,2012,0.9406156209307082,1.5280901963114486,0.6155498040633958,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yukon,2013,0.7727698114912702,1.3326437301309204,0.5798772725365634,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yukon,2014,0.8613371248540136,1.4341983650643937,0.6005704272402659,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yukon,2015,0.6797152659697374,1.3016945446048895,0.5221772410331912,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yukon,2016,0.7900011284603541,1.595349758786363,0.495189925663282,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yukon,2017,0.5428911470829119,1.0604354562671892,0.5119511459885816,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yukon,2018,0.8898088360422007,1.4808705197028114,0.600868762125653,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yukon,2019,0.7279386826208197,1.2641426432273928,0.5758358730486073,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yukon,2020,1.1765938655895207,1.8664323129515787,0.6303972865369296,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yukon,2021,0.8595582305894819,1.4745661130220755,0.5829228157344841,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yukon,2022,0.9758940554411856,1.7598379120113845,0.5545363290450992,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yukon,2023,1.1380611794452005,1.8549181354595887,0.6135371462974162,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yukon,2024,0.7839480343122943,1.631706288700212,0.4804467812260338,1.0,high,True,provisional_may_july_core_interpretation_allowed,provisional May-July flux window
Yukon,2025,0.9447140289905908,1.5078134000430934,0.6265457177682535,1.0,high,False,annual_year_not_in_core_cohort,provisional May-July flux window
